[LOGGING],1,2,3,4
DATETIME[YYYY/MM/DD hh:mm:ss],STRING[7],USHORT[DEC.0],STRING[14],ULONG[DEC.0],USHORT[DEC.0],ULONG[DEC.0],USHORT[DEC.0],BIT[1;0]
TIME,ライン名：W0～W3,バンクNo：W70,金型名：W71～W77,SPM(設定値)：W78～W79,SPM(実測値)：D2510,ショット数：W30～W31,ゼロリセット：ブランクW4,トリガー：B2
2020/11/26 01:00:00,No.24SC,2,13T001       ,200,81,4,0,1
2020/11/26 02:00:00,No.24SC,2,13T001       ,200,201,10445,0,1
2020/11/26 03:00:00,No.24SC,2,13T001       ,200,201,10021,0,1
2020/11/26 04:00:00,No.24SC,2,13T001       ,200,200,9958,0,1
2020/11/26 05:00:00,No.24SC,2,13T001       ,200,200,11039,0,1
2020/11/26 06:00:00,No.24SC,2,13T001       ,200,0,4597,0,1
2020/11/26 07:00:00,No.24SC,2,13T001       ,200,0,0,0,1
2020/11/26 08:00:00,No.24SC,2,13T001       ,200,0,0,0,1
2020/11/26 09:00:00,No.24SC,2,13T001       ,200,200,3430,0,1
2020/11/26 10:00:00,No.24SC,2,13T001       ,200,212,3494,0,1
2020/11/26 11:00:00,No.24SC,2,13T001       ,200,201,3759,0,1
2020/11/26 12:00:00,No.24SC,2,13T001       ,200,213,8610,0,1
2020/11/26 13:00:00,No.24SC,2,13T001       ,200,200,4437,0,1
2020/11/26 14:00:00,No.24SC,2,13T001       ,200,201,10222,0,1
2020/11/26 15:00:00,No.24SC,2,13T001       ,200,213,9684,0,1
2020/11/26 16:00:00,No.24SC,2,13T001       ,200,201,7777,0,1
2020/11/26 17:00:00,No.24SC,2,13T001       ,200,201,9946,0,1
2020/11/26 18:00:00,No.24SC,2,13T001       ,200,201,9836,0,1
2020/11/26 19:00:00,No.24SC,2,13T001       ,200,201,9762,0,1
2020/11/26 20:00:00,No.24SC,2,13T001       ,200,0,9807,0,1
2020/11/26 21:00:00,No.24SC,2,13T001       ,200,201,10342,0,1
2020/11/26 22:00:00,No.24SC,2,13T001       ,200,81,10077,0,1
2020/11/26 23:00:00,No.24SC,2,13T001       ,200,201,10618,0,1
2020/11/27 00:00:00,No.24SC,2,13T001       ,200,201,9800,0,1
